Index,SMILES,MW,Rings,Oxygen,Nitrogen,Hydroxyl,Chiral,Glycosidic,O/C_Ratio,Score,Classification,Description
0,O=C(c1c([H])c(c([H])c([H])c1[H])C(=O)N([H])c2c([S]C([H])([H]...,608.9,3,2,6,0,0,0,0.062,5,NOT_SAPONIN,Not a saponin
1,O=C(c1c([H])c(c(OC([H])([H])[H])c([H])c1OC([H])([H])[H])C(=O...,668.9,3,4,6,0,0,0,0.118,5,NOT_SAPONIN,Not a saponin
2,O=C(c1c([H])c(c([H])c(OC([H])([H])C([H])([H])N([H])[H])c1[H]...,667.9,3,3,7,0,0,0,0.088,5,NOT_SAPONIN,Not a saponin
3,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H]...,349.5,1,4,1,1,2,0,0.200,0,NOT_SAPONIN,Not a saponin
4,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H]...,363.5,1,4,1,1,2,0,0.190,0,NOT_SAPONIN,Not a saponin
5,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H]...,411.5,2,4,1,1,2,0,0.160,10,NOT_SAPONIN,Not a saponin
6,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H]...,518.7,2,6,2,1,2,0,0.207,25,UNLIKELY_SAPONIN,Probably not a saponin
7,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H]...,515.6,2,7,1,1,2,1,0.241,45,POSSIBLE_SAPONIN,Could be a saponin
8,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H]...,427.5,2,5,1,2,2,0,0.200,30,UNLIKELY_SAPONIN,Probably not a saponin
9,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H]...,429.5,2,4,1,1,2,0,0.160,10,NOT_SAPONIN,Not a saponin
10,O=C(N1C(=O)C(C(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H]...,464.6,1,6,2,1,1,0,0.240,25,UNLIKELY_SAPONIN,Probably not a saponin
11,O=C(N1C(=O)C(C(=O)[C@]1([H])c2c([H])c([H])c(OC(C([H])([H])[H...,441.6,2,5,1,1,1,0,0.192,25,UNLIKELY_SAPONIN,Probably not a saponin
12,[H][C@@]1(O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(N([H])[H])[C...,696.0,3,9,5,5,15,4,0.281,80,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
13,[H][C@@]1(O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(N([H])[H])[C...,724.0,3,9,5,5,15,4,0.265,80,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
14,O=C(N([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H]...,1165.7,3,7,10,0,3,0,0.104,35,UNLIKELY_SAPONIN,Probably not a saponin
15,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1314.6,7,12,13,1,10,0,0.174,75,LIKELY_SAPONIN,Probably a saponin
16,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1270.5,6,13,13,1,10,0,0.197,75,LIKELY_SAPONIN,Probably a saponin
17,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1343.6,6,13,14,2,10,0,0.186,80,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
18,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1256.5,6,12,13,1,9,0,0.182,70,LIKELY_SAPONIN,Probably a saponin
19,O=C1/C(=C(/O[H])C(=O)C([H])=C1OC([H])([H])[H])C([H])([H])[C@...,358.5,3,4,0,1,4,0,0.182,15,NOT_SAPONIN,Not a saponin
20,O=C1/C(=C(/O[H])C(=O)C([H])=C1O[H])C([H])([H])[C@]3([C@@]2([...,344.5,3,4,0,2,4,0,0.190,20,UNLIKELY_SAPONIN,Probably not a saponin
21,O=C1/C(=C(/O[H])C(=O)C([H])=C1OC([H])([H])[H])C([H])([H])[C@...,358.5,3,4,0,1,4,0,0.182,15,NOT_SAPONIN,Not a saponin
22,O=C1/C(=C(/O[H])C(=O)C([H])=C1N([H])[H])C([H])([H])[C@]3([C@...,343.5,3,3,1,1,4,0,0.143,5,NOT_SAPONIN,Not a saponin
23,O=C1/C(=C(/O[H])C(=O)C([H])=C1N([H])C([H])([H])C([H])([H])C(...,413.6,3,3,1,1,4,0,0.115,15,NOT_SAPONIN,Not a saponin
24,O=C1C(=C(C(=O)C([H])=C1N([H])[H])N([H])[H])C([H])([H])[C@]3(...,342.5,3,2,2,0,4,0,0.095,0,NOT_SAPONIN,Not a saponin
25,O=C1/C(=C(/O[H])C(=O)C([H])=C1O[H])C([H])([H])[C@]2(C3=C(C([...,344.5,3,4,0,2,2,0,0.190,20,UNLIKELY_SAPONIN,Probably not a saponin
26,O=C1/C(=C(/O[H])C(=O)C([H])=C1OC([H])([H])[H])C([H])([H])[C@...,358.5,3,4,0,1,2,0,0.182,15,NOT_SAPONIN,Not a saponin
27,O=C1/C(=C(/OC([H])([H])[H])C(=O)C([H])=C1OC([H])([H])[H])C([...,372.5,3,4,0,0,2,0,0.174,15,NOT_SAPONIN,Not a saponin
28,O=C4C2=C(O[C@@]13[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])(...,344.5,4,4,0,1,4,0,0.190,25,UNLIKELY_SAPONIN,Probably not a saponin
29,O=C4C2=C(O[C@@]13[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])(...,358.5,4,4,0,0,4,0,0.182,25,UNLIKELY_SAPONIN,Probably not a saponin
30,O=C4C2=C(O[C@@]13[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])(...,343.5,4,3,1,0,4,0,0.143,15,NOT_SAPONIN,Not a saponin
31,O=C(c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H]...,395.5,2,2,3,0,0,0,0.083,-15,NOT_SAPONIN,Not a saponin
32,O=C(c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H]...,409.6,2,2,3,0,0,0,0.080,-5,NOT_SAPONIN,Not a saponin
33,O=C(c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H]...,409.6,2,2,3,0,0,0,0.080,-5,NOT_SAPONIN,Not a saponin
34,O=C(c2c([H])c([H])c(C(=O)N([H])c1c([H])c(c([H])c(c1[H])C(C([...,395.5,2,2,3,0,0,0,0.083,-15,NOT_SAPONIN,Not a saponin
35,O=C(c2c([H])c([H])c(C(=O)N([H])c1c([H])c(c([H])c(c1[H])C(C([...,409.6,2,2,3,0,0,0,0.080,-5,NOT_SAPONIN,Not a saponin
36,O=C(c2c([H])c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H])([H...,395.5,2,2,3,0,0,0,0.083,-15,NOT_SAPONIN,Not a saponin
37,O=C(c2c([H])c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H])([H...,409.6,2,2,3,0,0,0,0.080,-5,NOT_SAPONIN,Not a saponin
38,O=C(c2c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])...,395.5,2,2,3,0,0,0,0.083,-15,NOT_SAPONIN,Not a saponin
39,O=C(c2c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])...,409.6,2,2,3,0,0,0,0.080,-5,NOT_SAPONIN,Not a saponin
40,O=C(c2c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])...,445.6,3,2,3,0,0,0,0.071,5,NOT_SAPONIN,Not a saponin
41,[H]c1c(c([H])c([H])n(c1[H])C([H])([H])C([H])([H])C([H])([H])...,494.9,2,0,2,0,0,0,0.000,0,NOT_SAPONIN,Not a saponin
42,[H]c1c(c([H])c([H])n(c1[H])C([H])([H])C([H])([H])C([H])([H])...,551.0,2,0,2,0,0,0,0.000,0,NOT_SAPONIN,Not a saponin
43,[H]c1c(c([H])c([H])n(c1[H])C([H])([H])C([H])([H])C([H])([H])...,562.9,4,0,2,0,0,0,0.000,20,UNLIKELY_SAPONIN,Probably not a saponin
44,[H]c1c(c(c([H])n(c1[H])C([H])([H])C([H])([H])C([H])([H])C([H...,607.1,2,0,2,0,0,0,0.000,10,NOT_SAPONIN,Not a saponin
45,[H]c1c(c([H])c([H])n(c1[H])C([H])([H])C([H])([H])C([H])([H])...,579.0,2,0,2,0,0,0,0.000,0,NOT_SAPONIN,Not a saponin
46,[H]c1c(c(c([H])n(c1[H])C([H])([H])C([H])([H])C([H])([H])C([H...,607.1,2,0,2,0,0,0,0.000,10,NOT_SAPONIN,Not a saponin
47,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[H])c(O[H])...,335.5,1,3,1,2,0,0,0.150,0,NOT_SAPONIN,Not a saponin
48,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[H])c(O[H])...,417.6,1,3,1,2,0,0,0.115,10,NOT_SAPONIN,Not a saponin
49,[H]c1c(c([H])c([H])n(c1[H])C([H])([H])C([H])([H])C([H])([H])...,552.9,2,0,4,0,0,0,0.000,-10,NOT_SAPONIN,Not a saponin
50,[H]c2n(c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H]...,498.8,2,2,2,0,0,0,0.062,0,NOT_SAPONIN,Not a saponin
51,[H]c2n(c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H]...,554.9,2,2,2,0,0,0,0.056,0,NOT_SAPONIN,Not a saponin
52,[H]c2n(c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H]...,611.0,2,2,2,0,0,0,0.050,10,NOT_SAPONIN,Not a saponin
53,[H]c2n(c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H]...,667.1,2,2,2,0,0,0,0.045,10,NOT_SAPONIN,Not a saponin
54,[H]c1n(c([H])c([H])c(c1[H])C([H])([H])OC([H])([H])C([H])([H]...,583.0,2,2,2,0,0,0,0.053,0,NOT_SAPONIN,Not a saponin
55,[H]c1n(c([H])c([H])c(c1[H])C([H])([H])OC([H])([H])C([H])([H]...,639.1,2,2,2,0,0,0,0.048,10,NOT_SAPONIN,Not a saponin
56,[H]c1n(c([H])c([H])c(c1[H])C([H])([H])OC([H])([H])C([H])([H]...,695.2,2,2,2,0,0,0,0.043,10,NOT_SAPONIN,Not a saponin
57,[H]c1n(c([H])c([H])c(c1[H])C([H])([H])OC([H])([H])C([H])([H]...,751.3,2,2,2,0,0,0,0.040,10,NOT_SAPONIN,Not a saponin
58,[H]c1n(c([H])c(c([H])c1[H])C([H])([H])OC([H])([H])C([H])([H]...,526.8,2,2,2,0,0,0,0.059,0,NOT_SAPONIN,Not a saponin
59,[H]c1n(c([H])c(c([H])c1[H])C([H])([H])OC([H])([H])C([H])([H]...,583.0,2,2,2,0,0,0,0.053,0,NOT_SAPONIN,Not a saponin
60,[H]c1n(c([H])c(c([H])c1[H])C([H])([H])OC([H])([H])C([H])([H]...,554.9,2,2,2,0,0,0,0.056,0,NOT_SAPONIN,Not a saponin
61,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])...,393.6,1,1,4,0,1,0,0.043,-20,NOT_SAPONIN,Not a saponin
62,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])...,421.7,1,1,4,0,1,0,0.040,-10,NOT_SAPONIN,Not a saponin
63,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1186.5,5,12,13,0,10,0,0.200,70,LIKELY_SAPONIN,Probably a saponin
64,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1156.5,5,10,13,0,10,0,0.167,70,LIKELY_SAPONIN,Probably a saponin
65,O=C1N6[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1274.6,6,11,13,0,10,0,0.162,75,LIKELY_SAPONIN,Probably a saponin
66,O=C1N7[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1350.7,7,11,13,0,10,0,0.149,70,LIKELY_SAPONIN,Probably a saponin
67,O=C1N8[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1426.8,8,11,13,0,10,0,0.138,70,LIKELY_SAPONIN,Probably a saponin
68,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1198.5,5,11,13,0,10,0,0.177,70,LIKELY_SAPONIN,Probably a saponin
69,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1212.5,5,11,13,0,10,0,0.175,70,LIKELY_SAPONIN,Probably a saponin
70,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1226.6,5,11,13,0,10,0,0.172,70,LIKELY_SAPONIN,Probably a saponin
71,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1240.6,5,11,13,0,10,0,0.169,70,LIKELY_SAPONIN,Probably a saponin
72,O=C1N8[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1318.7,9,11,13,0,10,0,0.155,75,LIKELY_SAPONIN,Probably a saponin
73,O=C1N6[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1246.6,6,10,13,0,10,0,0.149,70,LIKELY_SAPONIN,Probably a saponin
74,O=C1N7[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C...,1336.7,7,10,13,0,10,0,0.135,70,LIKELY_SAPONIN,Probably a saponin
75,[H][C@@]12C([H])([H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C...,376.6,4,3,0,2,9,0,0.125,35,UNLIKELY_SAPONIN,Probably not a saponin
76,O=C(N([H])C([H])([H])C([H])([H])N([H])[H])[C@]([H])(OC([H])(...,458.7,0,4,4,0,2,0,0.167,-5,NOT_SAPONIN,Not a saponin
77,O=C(N([H])C([H])([H])C([H])([H])N([H])[H])[C@]([H])(OC([H])(...,514.8,0,4,4,0,2,0,0.143,-10,NOT_SAPONIN,Not a saponin
78,O=C(N([H])C([H])([H])C([H])([H])N([H])[H])[C@]([H])(OC(=O)C(...,542.8,0,6,4,0,2,0,0.214,15,NOT_SAPONIN,Not a saponin
79,O[S](=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([...,266.4,0,4,0,1,0,0,0.333,10,NOT_SAPONIN,Not a saponin
80,O=C(N([H])[C@]([H])(C(O)O)C([H])([H])C([H])([H])C([H])([H])C...,512.8,0,4,2,2,1,0,0.133,5,NOT_SAPONIN,Not a saponin
81,O=C(OC([H])([H])[C@]([H])(O[H])C([H])([H])OC(=O)[C@@]([H])(N...,444.6,0,7,2,1,2,0,0.318,25,UNLIKELY_SAPONIN,Probably not a saponin
82,O=C(OC([H])([H])[C@@]1([H])O[C@]([H])([C@]([H])(OC(=O)C([H])...,676.8,2,13,0,4,10,2,0.382,100,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
83,O=C(O[C@](C([H])([H])C(=O)O[H])(C([H])([H])[H])C([H])([H])C(...,678.9,2,13,0,6,12,4,0.382,100,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
84,O=C(N([H])[C@@]([H])(C(=O)O[H])C([H])([H])[H])C([H])([H])C([...,299.5,0,3,1,1,1,0,0.176,0,NOT_SAPONIN,Not a saponin
85,O=C(N([H])[C@@]([H])(C(=O)O[H])C([H])([H])O[H])C([H])([H])C(...,315.5,0,4,1,2,1,0,0.235,10,NOT_SAPONIN,Not a saponin
86,O=C1N([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)[C@]([H])(...,590.9,1,3,4,0,3,0,0.086,-10,NOT_SAPONIN,Not a saponin
87,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([H])([H])N(...,636.9,3,6,2,1,0,0,0.158,40,POSSIBLE_SAPONIN,Could be a saponin
88,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([H])([H])C(...,664.9,3,6,2,1,0,0,0.150,35,UNLIKELY_SAPONIN,Probably not a saponin
89,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([H])([H])C(...,749.1,3,6,2,1,0,0,0.130,35,UNLIKELY_SAPONIN,Probably not a saponin
90,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@]([H])(O[H])C([H])([H...,642.8,3,8,4,3,2,0,0.235,40,POSSIBLE_SAPONIN,Could be a saponin
91,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@]([H])(O[H])C([H])([H...,815.1,3,8,8,3,2,0,0.190,40,POSSIBLE_SAPONIN,Could be a saponin
92,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@]([H])(O[H])C([H])([H...,668.9,3,8,2,3,2,0,0.211,50,POSSIBLE_SAPONIN,Could be a saponin
93,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@]([H])(O[H])C([H])([H...,764.9,3,14,2,9,2,0,0.368,70,LIKELY_SAPONIN,Probably a saponin
94,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([H])([H])C(...,669.0,3,6,2,1,0,0,0.150,35,UNLIKELY_SAPONIN,Probably not a saponin
95,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([H])([H])C(...,612.9,3,6,2,1,0,0,0.167,40,POSSIBLE_SAPONIN,Could be a saponin
96,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]([...,626.9,0,7,2,3,1,0,0.200,35,UNLIKELY_SAPONIN,Probably not a saponin
97,[H]c1c(O[H])c(O[H])c([H])c(c1[H])[C@](C([H])=C([H])[H])(C([H...,314.5,1,2,0,2,1,0,0.095,5,NOT_SAPONIN,Not a saponin
98,[H]N(c1c([H])c(nn1C([H])([H])[H])C([H])([H])[H])C([H])([H])C...,247.4,1,0,3,0,0,0,0.000,-15,NOT_SAPONIN,Not a saponin
99,O=C1N([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])[C@@]([...,1096.3,5,10,13,0,8,0,0.179,65,LIKELY_SAPONIN,Probably a saponin
100,O=C(N([H])[C@]([H])(C(=O)O[H])C([H])([H])C([H])(C([H])([H])[...,1102.5,1,10,13,1,8,0,0.182,45,POSSIBLE_SAPONIN,Could be a saponin
101,O=C(N([H])[C@]([H])(C(=O)N([H])[C@]2(C([H])([H])C(=O)N([H])C...,556.8,2,3,4,0,1,0,0.091,-10,NOT_SAPONIN,Not a saponin
102,O=C(N([H])[C@]([H])(C(=O)N([H])[C@]2(C([H])([H])C(=O)N([H])C...,570.9,2,3,4,0,1,0,0.088,-10,NOT_SAPONIN,Not a saponin
103,O=C(N([H])[C@]([H])(C(=O)N([H])C([H])([H])[C@]2(C([H])([H])C...,584.9,2,3,4,0,1,0,0.086,-10,NOT_SAPONIN,Not a saponin
104,[H]C([H])(O[H])[C@]([H])(O[H])C([H])([H])[C@]([H])(O[H])C([H...,1375.7,3,25,0,22,30,0,0.352,115,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
105,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@]([H])(O[H])C1([H])[H]...,1357.8,2,23,0,21,25,0,0.319,105,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
106,[H]C([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])=C([H])[C@@](...,1345.7,2,24,0,22,26,0,0.343,105,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
107,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@]([H])(O[H])C1([H])[H]...,1209.5,2,23,0,18,23,0,0.390,105,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
108,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@]([H])(O[H])C1([H])[H]...,1129.4,2,20,0,18,23,0,0.339,105,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
109,O=C(N([H])C([H])([H])C([H])([H])N([H])[H])C(C([H])([H])N([H]...,423.6,2,1,3,0,0,0,0.037,-5,NOT_SAPONIN,Not a saponin
110,O=C(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=...,276.4,0,2,0,1,0,0,0.111,0,NOT_SAPONIN,Not a saponin
111,[F]C([F])([F])c3c([H])c([H])c2[S]c1c([H])c([H])c([H])c([H])c...,407.5,4,0,3,0,0,0,0.000,15,NOT_SAPONIN,Not a saponin
112,O=C(N([H])c2c1c([H])c([H])c([H])c([H])c1c3c(c2[H])c4c(c([H])...,425.5,5,2,3,0,0,0,0.074,15,NOT_SAPONIN,Not a saponin
113,[H]c2c([H])c([S]C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,502.9,2,0,2,0,0,0,0.000,0,NOT_SAPONIN,Not a saponin
114,[H]c2c([H])c([S]C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,559.0,2,0,2,0,0,0,0.000,0,NOT_SAPONIN,Not a saponin
115,[H]c2c([H])c([S]C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,615.1,2,0,2,0,0,0,0.000,10,NOT_SAPONIN,Not a saponin
116,[H]c1c([H])c(c([H])c([H])n1C([H])([H])C([H])([H])C([H])([H])...,559.0,2,0,2,0,0,0,0.000,0,NOT_SAPONIN,Not a saponin
117,[H]c1c([H])c(c([H])c([H])n1C([H])([H])C([H])([H])C([H])([H])...,615.1,2,0,2,0,0,0,0.000,10,NOT_SAPONIN,Not a saponin
118,[H]c1c([H])c(c([H])c([H])n1C([H])([H])C([H])([H])C([H])([H])...,502.9,2,0,2,0,0,0,0.000,0,NOT_SAPONIN,Not a saponin
119,[H]c1c([H])c(c([H])c([H])n1C([H])([H])C([H])([H])C([H])([H])...,559.0,2,0,2,0,0,0,0.000,0,NOT_SAPONIN,Not a saponin
120,[H]c1c([H])c(c([H])c([H])n1C([H])([H])C([H])([H])C([H])([H])...,615.1,2,0,2,0,0,0,0.000,10,NOT_SAPONIN,Not a saponin
121,[F]C([F])(C([F])([F])C([F])([F])C([F])([F])C([F])([F])C([F])...,499.1,0,2,1,0,0,0,0.250,15,NOT_SAPONIN,Not a saponin
122,O=C1N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([...,1057.2,3,14,12,2,9,0,0.286,65,LIKELY_SAPONIN,Probably a saponin
123,O=C(O[C@@]1([H])C([H])([H])C([H])([H])[C@]2([C@@]([H])(C1(C(...,681.1,6,3,4,0,10,0,0.071,40,POSSIBLE_SAPONIN,Could be a saponin
124,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])...,377.5,0,6,1,5,4,0,0.316,35,UNLIKELY_SAPONIN,Probably not a saponin
125,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])...,405.6,0,6,1,5,4,0,0.286,45,POSSIBLE_SAPONIN,Could be a saponin
126,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])...,433.6,0,6,1,5,4,0,0.261,45,POSSIBLE_SAPONIN,Could be a saponin
127,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])...,461.7,0,6,1,5,4,0,0.240,45,POSSIBLE_SAPONIN,Could be a saponin
128,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])...,567.7,1,11,1,8,9,2,0.407,85,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
129,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])...,595.8,1,11,1,8,9,2,0.379,85,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
130,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])...,623.8,1,11,1,8,9,2,0.355,95,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
131,O=C(N(C([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[...,567.7,1,11,1,8,9,2,0.407,85,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
132,O=C(N(C([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[...,595.8,1,11,1,8,9,2,0.379,85,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
