Index,SMILES,MW,Rings,Oxygen,Nitrogen,Hydroxyl,Chiral,Glycosidic,O/C_Ratio,Score,Classification,Description
377,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@]2([H])[C@](C1([H])[H...,716.9,6,13,0,9,20,4,0.351,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
378,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,897.1,9,16,0,7,26,8,0.340,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
379,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,909.1,9,16,0,7,26,8,0.333,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
380,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,912.1,9,16,1,7,26,8,0.340,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
381,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8([H])O[C@@...,954.2,9,17,1,7,26,8,0.347,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
382,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8([H])O[C@@...,1008.1,9,17,1,7,26,8,0.347,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
383,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8([H])O[C@@...,1016.2,10,17,1,7,26,8,0.315,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
384,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8([H])O[C@@...,1006.2,9,17,1,7,26,8,0.321,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
385,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8([H])O[C@@...,1122.5,9,17,1,7,26,8,0.279,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
386,[H]C5([H])[C@]([H])(O[C@]3([H])O[C@@]2([H])[C@@]([H])(O[C@]1...,704.9,9,11,0,4,21,6,0.282,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
387,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,871.1,9,16,0,8,27,8,0.356,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
388,[H][C@]4(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[...,887.1,9,17,0,9,28,8,0.378,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
389,O=C(O[C@]5([H])[C@]4([H])C([H])([H])[C@@]([H])(O[C@]2([H])O[...,985.2,9,18,0,8,28,8,0.353,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
390,O=C(O[C@]5([H])[C@]4([H])C([H])([H])[C@@]([H])(O[C@]2([H])O[...,1041.3,9,18,0,8,28,8,0.327,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
391,[H][C@]3(O[H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@]([H])(O[H...,740.9,8,13,0,7,23,6,0.333,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
392,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H...,887.1,9,17,0,9,28,8,0.378,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
393,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,869.1,9,16,0,8,26,8,0.356,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
394,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,868.1,9,15,1,7,26,8,0.333,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
395,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,964.1,9,16,1,7,26,8,0.340,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
396,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,972.6,9,16,1,7,26,8,0.327,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
397,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,962.2,9,16,1,7,26,8,0.314,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
398,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,972.2,10,16,1,7,26,8,0.308,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
399,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,1002.2,10,17,1,7,26,8,0.321,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
400,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,1017.2,10,18,2,7,26,8,0.346,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
401,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,1098.1,10,16,1,7,26,8,0.308,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
402,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,1002.2,10,17,1,7,26,8,0.321,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
403,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,1036.7,10,17,1,7,26,8,0.321,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
404,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H...,998.2,10,16,1,7,26,8,0.296,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
405,O=C(OC([H])([H])C2=c3c(=C1C([H])=C([H])C([H])=C([H])[C@]12[H...,1090.3,12,17,1,7,27,8,0.283,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
406,O=[S](=O)(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H...,1101.4,11,17,2,7,26,8,0.298,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
407,N#N=NC([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@](...,938.1,9,16,3,7,26,8,0.340,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
408,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,912.1,9,16,1,7,26,8,0.340,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
409,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,954.2,9,17,1,7,26,8,0.347,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
410,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1008.1,9,17,1,7,26,8,0.347,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
411,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1016.7,9,17,1,7,26,8,0.333,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
412,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1006.2,9,17,1,7,26,8,0.321,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
413,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1078.4,9,17,1,7,26,8,0.293,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
414,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1016.2,10,17,1,7,26,8,0.315,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
415,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1046.3,10,18,1,7,26,8,0.327,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
416,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1061.2,10,19,2,7,26,8,0.352,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
417,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1142.1,10,17,1,7,26,8,0.315,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
418,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1046.3,10,18,1,7,26,8,0.327,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
419,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1080.7,10,18,1,7,26,8,0.327,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
420,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[...,1042.3,10,17,1,7,26,8,0.304,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
421,O=C(OC([H])([H])C2=c3c(=C1C([H])=C([H])C([H])=C([H])[C@]12[H...,1134.4,12,18,1,7,27,8,0.290,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
422,O=[S](=O)(c1c2c(c([H])c([H])c1[H])c(c([H])c([H])c2[H])N(C([H...,1145.4,11,18,2,7,26,8,0.305,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
423,O=C(OC([H])([H])[C@]9([H])O[C@@]([H])(O[C@]8([H])[C@]([H])(O...,939.1,9,18,0,6,25,8,0.375,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
424,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([H])(O[H])[...,722.9,8,12,0,6,21,6,0.308,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
425,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,722.9,8,12,0,6,21,6,0.308,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
426,O=C(O[C@]8([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[...,765.0,8,13,0,5,21,6,0.317,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
427,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([H])(O[H])[...,722.9,8,12,0,6,21,6,0.308,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
428,O=C(O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[C...,911.1,9,17,0,7,26,8,0.362,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
429,O=C(O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[C...,939.1,9,17,0,7,26,8,0.347,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
430,O=C(O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[C...,967.2,9,17,0,7,26,8,0.333,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
431,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[H])[...,869.1,9,16,0,8,26,8,0.356,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
432,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H...,855.0,9,16,0,8,25,8,0.364,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
433,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C(/[H])C([H...,634.9,6,9,0,6,14,2,0.250,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
434,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C(/[H])C([H...,604.8,6,8,0,5,13,2,0.229,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
435,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,751.0,7,12,0,7,18,4,0.293,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
436,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,735.0,7,11,0,6,17,4,0.268,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
437,O=C(O[H])[C@@]78C([H])([H])C([H])([H])[C@@]6(/C(=C(/[H])C([H...,913.1,8,17,0,10,23,6,0.362,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
438,O=C(O[H])[C@@]78C([H])([H])C([H])([H])[C@@]6(/C(=C(/[H])C([H...,897.1,8,16,0,9,22,6,0.340,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
439,O=C(O[C@]1([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@...,749.0,7,11,0,6,20,4,0.262,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
440,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@]5([C@@]4(C([H])([H...,735.0,7,11,0,6,19,4,0.268,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
441,[H]C8([H])[C@@]([H])(O[C@@]7([H])C([H])([H])O[C@@]([H])(O[C@...,881.1,8,15,0,8,23,6,0.319,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
442,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C(/[H])C([H...,604.8,6,8,0,5,13,2,0.229,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
443,O=C(OC([H])([H])[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=...,618.9,6,8,0,4,13,2,0.222,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
444,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,751.0,7,12,0,7,18,4,0.293,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
445,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,765.0,7,12,0,6,18,4,0.286,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
446,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,751.0,7,12,0,7,18,4,0.293,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
447,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,765.0,7,12,0,6,18,4,0.286,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
448,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,751.0,7,12,0,7,18,4,0.293,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
449,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,765.0,7,12,0,6,18,4,0.286,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
450,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,736.9,7,12,0,7,17,4,0.300,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
451,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,751.0,7,12,0,6,17,4,0.293,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
452,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,751.0,7,12,0,6,17,4,0.293,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
453,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,736.9,7,12,0,7,17,4,0.300,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
454,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,751.0,7,12,0,6,17,4,0.293,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
455,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,736.9,7,12,0,7,17,4,0.300,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
456,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,751.0,7,12,0,6,17,4,0.293,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
457,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,781.0,7,13,0,7,18,4,0.310,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
458,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,767.0,7,13,0,8,18,4,0.317,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
459,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,781.0,7,13,0,7,18,4,0.310,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
460,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,767.0,7,13,0,8,18,4,0.317,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
461,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,781.0,7,13,0,7,18,4,0.310,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
462,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,797.0,7,14,0,9,19,4,0.333,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
463,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,811.0,7,14,0,8,19,4,0.326,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
464,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,797.0,7,14,0,9,19,4,0.333,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
465,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,811.0,7,14,0,8,19,4,0.326,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
466,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,797.0,7,14,0,9,19,4,0.333,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
467,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,811.0,7,14,0,8,19,4,0.326,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
468,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,811.0,7,14,0,8,19,4,0.326,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
469,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,811.0,7,14,0,8,19,4,0.326,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
470,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@...,1225.3,10,28,0,17,31,10,0.491,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
471,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@...,1387.5,11,33,0,20,36,12,0.524,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
472,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@...,1255.4,10,29,0,18,33,10,0.500,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
473,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@...,1387.5,11,33,0,20,36,12,0.524,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
474,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@...,1549.6,12,38,0,23,41,14,0.551,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
475,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@...,1417.5,11,34,0,21,38,12,0.531,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
476,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H...,827.0,7,16,0,9,20,4,0.381,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
477,O=C(On2nnc1c([H])c([H])c([H])c([H])c12)[C@@]89C([H])([H])C([...,944.1,9,16,3,8,20,4,0.333,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
478,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]67C([H])...,868.1,7,15,1,8,20,4,0.333,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
479,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C...,882.1,7,15,1,8,20,4,0.326,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
480,O=C(N([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])[C@@]78...,916.1,8,15,1,8,20,4,0.306,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
481,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1...,930.1,8,15,1,8,20,4,0.300,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
482,O=C(N([H])C([H])([H])c1c([Cl])c([H])c([H])c([H])c1[H])[C@@]7...,950.6,8,15,1,8,20,4,0.306,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
483,O=C(N([H])C([H])([H])c1c([H])c([H])c([F])c([H])c1[H])[C@@]78...,934.1,8,15,1,8,20,4,0.306,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
484,O=C(N([H])C([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c...,946.1,8,16,1,8,20,4,0.320,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
485,[H][C@@]23C([H])([H])C([H])=C1C([H])([H])[C@@]([H])(O[H])C([...,560.8,5,7,0,4,14,2,0.212,105,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
486,[H][C@@]23C([H])([H])C([H])=C1C([H])([H])[C@@]([H])(O[H])C([...,562.8,5,7,0,5,15,2,0.212,105,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
487,[H][C@@]23C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]([...,610.9,5,8,0,6,18,2,0.229,115,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
488,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,881.2,8,14,0,8,25,6,0.292,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
489,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]...,909.2,9,15,0,8,25,6,0.306,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
490,O=C8O[C@]9([H])[C@]7([H])[C@@]6([H])[C@@]([C@@]5(C([H])([H])...,911.1,9,16,0,8,25,6,0.333,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
491,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])...,1543.6,12,37,0,20,43,14,0.529,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
492,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@]([H])(...,1585.7,12,38,0,19,43,14,0.528,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
493,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])...,1675.7,13,41,0,22,47,16,0.547,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
494,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])...,1717.8,13,42,0,21,47,16,0.545,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
